[ 5941.758501] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.561014] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.577066] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.593120] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.609144] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.625201] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.641257] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.657368] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.673494] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.689528] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.705769] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.721889] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.737972] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.754121] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.774007] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.790034] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.798177] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5972624363054
[ 5972.798242] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5972624429454
[ 5972.798269] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5972624456227
[ 5972.798293] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5972624479593
[ 5972.798317] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5972624503720
[ 5972.806055] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.822084] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.838178] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.854314] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.870428] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.886523] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.902667] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.918681] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.934757] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.951231] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.967255] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.983371] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5972.999384] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.015446] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.031499] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.047572] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.063591] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.079606] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.095657] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.111686] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.127771] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.143929] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.159997] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.176024] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.192053] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.208102] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.224153] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.240235] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.256289] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.268103] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5973094289676
[ 5973.272336] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.288466] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.304518] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.320643] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.336783] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.352799] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.369007] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.385161] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.401222] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.417273] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.433305] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.449675] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.465729] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.481783] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.497916] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.513929] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.529972] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.546044] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.562083] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.578098] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.594159] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.610177] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.627773] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.643829] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.659881] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.676000] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.692045] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.708158] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.724245] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.730901] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5973557087774
[ 5973.740279] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.756342] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.777458] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.793549] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.809590] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.825626] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.846594] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.862628] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.878688] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.894795] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.910819] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.926875] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.942904] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.958960] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.974990] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5973.991022] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.007165] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.023198] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.039258] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.055305] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.077998] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.094029] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.110091] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.126132] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.142153] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.158185] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.174208] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.190230] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.206250] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.222277] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.238309] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.254341] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.270375] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.286459] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.302508] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.318548] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.334572] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.350602] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.366624] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.382651] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.398732] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.414750] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.430786] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.446845] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.462876] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.478933] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.494950] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.511001] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.527033] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.543090] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.559149] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.575211] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.591229] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.607280] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.623368] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.639420] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.655569] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.671722] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.687873] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.703905] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.719938] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.735993] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.757102] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.773246] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.789358] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.805426] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.821464] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.837540] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.853580] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.869613] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.885694] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.901862] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.917980] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.934079] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.950087] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.966103] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.982118] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5974.999143] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.015289] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.031345] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.047394] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.063478] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.079525] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.095588] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.111606] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.127760] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.144053] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.160098] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.176176] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.192350] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.208428] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.224444] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.240535] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.256694] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.272773] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.288845] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.304876] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.320950] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.337008] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.353031] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.369056] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.385184] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.401221] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.419553] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.435601] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.451626] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.467641] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.483699] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.500155] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.518349] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.534465] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.550489] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.566517] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.582537] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.600210] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.616351] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.634564] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.650656] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.666712] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.682835] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.698861] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.714908] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.730960] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.746990] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.763073] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.779087] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.795101] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.811117] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.827168] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.843218] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.859281] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.875306] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.891394] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.907428] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.923476] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.939554] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.955629] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.971669] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5975.987739] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.003780] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.019802] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.035820] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.051880] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.067913] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.084072] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.100091] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.116117] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.132146] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.148174] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.154709] DUALPI2: dualpi2_qdisc_enqueue - skb_qdelay: 5975980895388
[ 5976.164188] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.180215] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.196314] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.212351] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.228521] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.244615] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.260667] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.276684] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.292747] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.308805] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.324829] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.340891] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.356922] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.372977] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.389944] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.406005] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.422051] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.438115] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.454183] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.470324] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.486423] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.502498] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.518526] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.534580] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.550627] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.566652] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.582711] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.598738] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.614787] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.630909] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.646932] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.662968] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.679040] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.695074] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.711118] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.727161] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.743218] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.759248] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.775270] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.791301] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.807330] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.823381] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.839450] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.855470] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.871500] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.887529] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.903560] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.919590] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.935610] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.951663] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.967759] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.983807] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5976.999836] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.015928] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.031957] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.048125] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.064149] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.080164] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.096180] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.112212] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.128237] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.144344] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.160402] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
[ 5977.176467] DUALPI2: calculate_probability - qdelay_c: 0, qdelay_l: 0
